# schema	ordinal	sha	kind	commit_date	pr	merge_resolution	ee_boundary	disposition	status	subject	notes
# base	1.5.0	64fde60c0c51cd6d5abea8a5fd1e8c84d21740ae
# target	1.6.0	7996817374bd5003728f1babfc9c639858a4506c
# invariant	every commit in 1.5.0..1.6.0 appears exactly once; no pending disposition at completion
1	aeeb38bc0d73c1130308c3a22821e7e74b589846	commit	2026-07-20T16:41:08+05:30	-	not-applicable	oss-paths-only	pending	pending	fix(workflow): remount Task Runner config panel on task switch	-
2	9f07ea790cffcbaf5663e6c6597914b4efb244b1	commit	2026-07-20T16:52:46+05:30	-	not-applicable	oss-paths-only	pending	pending	fix(query): stop extractFilterSQL removing filters found inside _and	-
3	deb331ccca1c7601060a0605ff655f17a4732d53	commit	2026-07-20T10:05:21Z	-	not-applicable	oss-paths-only	pending	pending	refactor(llm): rename code-analysis agent from agent_code_2 to code_analyzer	-
4	17e82cb31d4f5aa816b1b2e0e4a31200b429e601	commit	2026-07-21T10:53:28+05:30	-	not-applicable	oss-paths-only	pending	pending	chore(deps): consolidate python dependency bumps in collector-server/k8s-collector/app	-
5	a84bff5f60ceed58247a172435c88f74de6dd0db	commit	2026-07-21T14:16:46+05:30	-	not-applicable	oss-paths-only	pending	pending	fix(llm): let code-analysis git tool fetch a branch into origin/<branch>	-
6	c56b4901605080087dd4b08ea525782d42707261	commit	2026-07-21T22:16:01+05:30	-	not-applicable	oss-paths-only	pending	pending	refactor(app): automated React/Next.js best-practice pass	-
7	5c39c17c936bde6bc4250d0c95f3d99f2e7d83af	commit	2026-07-22T02:27:50Z	-	not-applicable	oss-paths-only	pending	pending	chore(deps): bump google.golang.org/grpc	-
8	c583210d603e60c7bbef7211f69b72edbe5b5690	commit	2026-07-22T02:28:16Z	-	not-applicable	oss-paths-only	pending	pending	chore(deps): bump google.golang.org/grpc	-
9	381e6548db48fe09bf380978699fd1f71566d3d9	commit	2026-07-22T09:08:43+05:30	-	not-applicable	oss-paths-only	pending	pending	feat(app): allow deleting custom Nubi tools from the UI	-
10	34fdfe9a511576308d87acedb8b7f415fb03bded	merge	2026-07-22T09:54:57+05:30	34591	none	touches-ee-path	pending	pending	Merge pull request #34591 from nudgebee/fix/code-analysis-clone-refspec	-
11	3f3d10aa2fd624b92b8f5fd69c2c342fde8c2577	merge	2026-07-22T10:03:00+05:30	34486	none	touches-ee-path	pending	pending	Merge pull request #34486 from nudgebee/fix/recommendation-query-pushdown	-
12	224f329aa11b895dee9892b00e00234472a2eed0	merge	2026-07-22T10:24:59+05:30	34645	none	oss-paths-only	pending	pending	Merge pull request #34645 from nudgebee/dependabot/go_modules/collector-server/cloud-collector/go_modules-c93f3641e6	-
13	f45272d4a3f0d66f09f36f0d34e68f1e56173880	merge	2026-07-22T10:49:02+05:30	34644	none	oss-paths-only	pending	pending	Merge pull request #34644 from nudgebee/dependabot/go_modules/llm/code-analysis/go_modules-c93f3641e6	-
14	79a19e7b85b60790bf67df07a42b3af1d1f468e3	commit	2026-07-22T11:00:22+05:30	-	not-applicable	oss-paths-only	pending	pending	fix(llm): make benchmark 227 configmap fixture teardown atomic	-
15	5f874610642329ca1a9c02c23a33af45860deacc	merge	2026-07-22T11:14:04+05:30	34663	none	oss-paths-only	pending	pending	Merge pull request #34663 from nudgebee/fix/benchmark-227-namespace-teardown	-
16	0c39cbb68fc85b25680ea914a1faa52538815d1f	commit	2026-07-22T11:23:09+05:30	-	not-applicable	oss-paths-only	pending	pending	chore(deps): consolidate notifications-server dependency bumps	-
17	55e3868fce70abedd270c4aab64ea1557b2a0838	merge	2026-07-22T11:35:27+05:30	34574	none	touches-ee-path	pending	pending	Merge pull request #34574 from nudgebee/deps/k8s-collector-app	-
18	a638dc9f52bf1acaa7faf32b6f62f074c6eeee2e	merge	2026-07-22T11:37:11+05:30	34650	none	oss-paths-only	pending	pending	Merge pull request #34650 from nudgebee/auto/issue-34610	-
19	c890c872905f6c93c9c8236e59e4b511b022ee6a	merge	2026-07-22T11:37:43+05:30	34638	none	touches-ee-path	pending	pending	Merge pull request #34638 from nudgebee/auto/refactor-pass-20260721-2200	-
20	8c16a70051fc83daa83cd5cca9039a9f7e6babc2	commit	2026-07-22T11:38:08+05:30	34637	not-applicable	oss-paths-only	pending	pending	feat(llm): nest orchestrator sub-agents in Nubi Tasks drawer (#34637)	-
21	e716b0b373c2d80a0c67bbba83f20251faf520e0	merge	2026-07-22T12:01:08+05:30	34480	none	touches-ee-path	pending	pending	Merge pull request #34480 from nudgebee/claude/agent-naming-conventions-l5b99q	-
22	722c1d53b6802b03bd6dcb63b02038bbbd820ae6	commit	2026-07-22T12:22:29+05:30	34671	not-applicable	oss-paths-only	pending	pending	fix(triage): resolve replicaset-named subjects and stop mapping database names to workloads (#34671)	-
23	9f2f36cffbe1c0616277c166b26d5537845473d6	merge	2026-07-22T12:27:08+05:30	34672	none	oss-paths-only	pending	pending	Merge pull request #34672 from nudgebee/chore/notifications-server-dep-bumps	-
24	f0b25b58d2017b9ef33268dd2bf9880725e683af	commit	2026-07-22T12:22:01+05:30	-	not-applicable	oss-paths-only	pending	pending	fix(llm): clear stale conversation id when retrying a benchmark test	-
25	75afe8f08e6ba118e5bdfaa3f94768ff5fa5f6e6	commit	2026-07-22T12:37:42+05:30	34652	not-applicable	oss-paths-only	pending	pending	feat(llm-server): add aws_orchestrator direct (v2) + lean modes, mirroring k8s (#34652)	-
26	83cdbc6400f7775f8071dbf897d8cb043e58f858	commit	2026-07-22T12:43:35+05:30	-	not-applicable	oss-paths-only	pending	pending	fix(ui): render Discord icon for notification rule channels	-
27	2f70761490d8154af7a6da2a248dea6c031631ec	commit	2026-07-22T13:21:33+05:30	34682	not-applicable	oss-paths-only	pending	pending	fix(nb-32865): reap image-pull-stuck scan Jobs on the Failed path (#34682)	-
28	5b507a94588419775486483da3a76342166056f5	commit	2026-07-22T12:57:09+05:30	-	not-applicable	oss-paths-only	pending	pending	fix(triage): derive stable fingerprints so repeat alerts collapse into one occurrence chain	-
29	11a366e79b4af6dc6947c1773dabfe79feacc2d3	merge	2026-07-22T13:47:11+05:30	34680	none	oss-paths-only	pending	pending	Merge pull request #34680 from nudgebee/fix/discord-icon-notification-rule-badge	-
30	239a45fb7599f217fa982a093d14ebf7f9f6ac6b	commit	2026-07-22T14:09:36+05:30	34668	not-applicable	oss-paths-only	pending	pending	fix(observability): group Elasticsearch logs Loki-style + freeSolo index picker (#34668)	-
31	115fc0d13abed687df796686a37e0da9b4ee0c61	merge	2026-07-22T14:14:54+05:30	34681	none	oss-paths-only	pending	pending	Merge pull request #34681 from nudgebee/fix/triage-alert-dedup	-
32	74a0266752ec9f84b81e8614b8a8998f8bdd4b73	commit	2026-07-22T14:21:38+05:30	34648	not-applicable	oss-paths-only	pending	pending	fix(llm-server): align event_summary + event_analyzer RCA header with canonical (#34648)	-
33	d7b4f9dc4a52809dc598a02c4b4a443e77bc3d9c	commit	2026-07-22T14:22:24+05:30	34684	not-applicable	oss-paths-only	pending	pending	fix: fix case-sensitive Basic auth header parsing in AgentAuthMiddleware (#34684)	-
34	d4ac0b0ba5cf808413d4394ae0d3b8a53d465d4e	commit	2026-07-16T15:11:02+05:30	-	not-applicable	oss-paths-only	pending	pending	fix(nb-34287): clear error and UI gate when Raise PR precedes log analysis	-
35	be7485aad931806230e1cea0a93062f193c4a27b	commit	2026-07-22T14:16:13+05:30	-	not-applicable	oss-paths-only	pending	pending	test(triage): add correlation replay harness to score alert grouping	-
36	226d344f3690a6d176a5eda4d90470d4e9491625	commit	2026-07-22T14:52:47+05:30	34635	not-applicable	oss-paths-only	pending	pending	feat(triage): topology-inferred blast radius + correlated-incident panel (#34635)	-
37	03aefe3147cdcc69a13684c5ef167306fb609d03	commit	2026-07-22T14:57:02+05:30	34692	not-applicable	oss-paths-only	pending	pending	fix(knowledge-graph): stop eBPF flow source from matching cross-namespace nodes (#34692)	-
38	2a7657fa4c6cd6cb80786aa1c18bf799161ee0d9	merge	2026-07-22T15:03:48+05:30	34689	none	oss-paths-only	pending	pending	Merge pull request #34689 from nudgebee/feat/correlation-replay-harness	-
39	35f6c989d7a4fdde6396dbf86db7cbcd83391651	merge	2026-07-22T15:05:17+05:30	34289	none	oss-paths-only	pending	pending	Merge pull request #34289 from nudgebee/fix/event-raise-pr-analysis-not-ready	-
40	a3579e41142d653cea5aa383b886b713f9502d89	commit	2026-07-22T15:16:26+05:30	34345	not-applicable	oss-paths-only	pending	pending	feat(llm): per-role model tiering for code-analysis via existing model-tier layers (#34345)	-
41	f3f3ecf6226ece97dad8c05a4feb96bc69a3eb06	commit	2026-07-22T15:55:49+05:30	34698	not-applicable	oss-paths-only	pending	pending	fix(knowledge-graph): deactivate pre-existing false cross-namespace CALLS edges (#34698)	-
42	573cda98d6767e09716c6dfbdee28b91c212b75b	commit	2026-07-22T16:02:27+05:30	34701	not-applicable	oss-paths-only	pending	pending	fix(nb-34613): enable pagination + full-inventory filtering on Service Criticality tab (#34701)	-
43	e29481fdb7f1cb8dd0ec07ea41a0bb8fc9f36b64	commit	2026-07-22T16:02:49+05:30	34694	not-applicable	oss-paths-only	pending	pending	fix(workflow): drop trailing colon on value-less tags in workflow list (#34694)	-
44	685dcbac2a653d372a0e087034382590d7ebda48	commit	2026-07-22T16:19:34+05:30	34696	not-applicable	oss-paths-only	pending	pending	fix(nb-34695): make Agent Playbook load non-fatal in postgres-migration-job (#34696)	-
45	f8bf02b8dbeb431ec54032371e1d4827f49be868	commit	2026-07-22T16:13:33+05:30	-	not-applicable	touches-ee-path	pending	pending	feat(llm): relevancy-scored rerank + combined-score filter for memory patterns	-
46	86dddd6dda4a01b92c53a7e896dcd806bc4d1934	commit	2026-07-22T20:56:24+05:30	-	not-applicable	oss-paths-only	pending	pending	fix: green OSS boundary on main and widen its PR trigger	-
47	28b32b23a4085a37c4d3d4bc369f2c292d43a12c	commit	2026-07-22T21:12:45+05:30	34710	not-applicable	oss-paths-only	pending	pending	fix(relay-server): accept bare-token Authorization in AgentAuthMiddleware (regression from #34684) (#34710)	-
48	8e08f56b1155de3a79018c5d9c890d2cb186d2aa	commit	2026-07-22T21:19:07+05:30	34711	not-applicable	oss-paths-only	pending	pending	feat(triage): group an incident's alerts into cause, impact and noise (#34711)	-
49	61b2dc4af075d4b1245789f325a02e672ce2943c	merge	2026-07-22T21:22:20+05:30	34713	none	oss-paths-only	pending	pending	Merge pull request #34713 from nudgebee/fix/oss-boundary-memory-rerank-tests	-
50	3a3a714148aaf9efd96b4849c03c1e9c0d306044	commit	2026-07-22T22:34:30+05:30	34719	not-applicable	oss-paths-only	pending	pending	feat(ui): consolidate Ask Nubi entry points into global search (#34719)	-
51	d1eac8818142d8d853c252a758dd740cc4133941	commit	2026-07-22T22:37:25+05:30	34707	not-applicable	oss-paths-only	pending	pending	feat(observability): add KQL query language to Elasticsearch log search (#34707)	-
52	64e74667b0392caa2d5ffa484a5b14d5bd299cc6	commit	2026-07-22T22:37:36+05:30	34718	not-applicable	oss-paths-only	pending	pending	fix(triage): resolve replicaset-named alert subjects via their pods' name prefix (#34718)	-
53	8945f8aa6085c72607dbfdaffd36f4a451c56d20	commit	2026-07-22T23:15:18+05:30	34722	not-applicable	oss-paths-only	pending	pending	chore(ui): remove continue with analysis button from investigate page (#34722)	-
54	a3a721162e1f046da4761d2cebcebf7555755018	commit	2026-07-22T22:19:47+05:30	-	not-applicable	oss-paths-only	pending	pending	fix(llm): cap thinking-token spend and add TTFT watchdog for logs agent stalls	-
55	72793f2c304ae0b311ac04af53e32a19f8b91166	commit	2026-07-23T07:44:07+05:30	34720	not-applicable	oss-paths-only	pending	pending	refactor(app): automated React/Next.js best-practice pass (#34720)	-
56	8318f0e7462ac84b85658c0f7cb3bdb9a24de537	commit	2026-07-23T08:08:18+05:30	34726	not-applicable	oss-paths-only	pending	pending	fix(llm-server): bound absent-resource hunting to one confirmation pass (#34726)	-
57	8bbc791fb99573303d90c04f7ac1972e5e6d69a3	commit	2026-07-23T10:40:30+05:30	34691	not-applicable	oss-paths-only	pending	pending	feat(gateway): P3 Phase 0 — prefix-fingerprint primitive + inferred session id (#34691)	-
58	05018827179a162c6bab7baf0ca95069e1ac8d41	commit	2026-07-23T10:44:41+05:30	34734	not-applicable	oss-paths-only	pending	pending	fix(triage): show 2-hop dependencies as cause candidates in incident assembly (#34734)	-
59	5a33a0dba3a2237f2f51bfa0795577cbd9920b0c	commit	2026-07-23T11:02:55+05:30	34735	not-applicable	touches-ee-path	pending	pending	feat(llm-gateway): add HuggingFace provider support (#34735)	-
60	0e78df6d6f809e0f1857ba2e664bd3a4181464e7	merge	2026-07-23T12:21:14+05:30	34499	none	touches-ee-path	pending	pending	Merge pull request #34499 from nudgebee/fix/task-runner-stale-state	-
61	5ae074c29053423345bb0a7cd056a2b7558e2c56	commit	2026-07-23T12:53:42+05:30	34526	not-applicable	oss-paths-only	pending	pending	feat(knowledge-graph): add GitHub, GitLab, and PagerDuty sources to the Knowledge Graph (#34526)	-
62	f57217cef0cb5ff4160b6ff972585696f9921c74	commit	2026-07-23T13:34:18+05:30	34745	not-applicable	oss-paths-only	pending	pending	Global Search Tour (#34745)	-
63	6be1cbc377b06a6a2f7d3aba8469554db590a2be	commit	2026-07-23T13:52:46+05:30	34747	not-applicable	oss-paths-only	pending	pending	feat(kg): add AWS VPC Flow Logs knowledge-graph flow source (#34747)	-
64	fbfe461fe7bd094485033439a67d3733bae61397	commit	2026-07-23T15:36:55+05:30	-	not-applicable	oss-paths-only	pending	pending	fix(auto-pilot): stop AUTOPILOT_UPDATE audit spam from scheduler ticks	-
65	4c6d7e6a260788d9a39569561de6f284311bc477	commit	2026-07-23T15:44:52+05:30	34731	not-applicable	oss-paths-only	pending	pending	refactor(app): automated React/Next.js best-practice pass (#34731)	-
66	03856cc2d080d23c27fff6da34c2bad1423faee0	merge	2026-07-23T15:49:25+05:30	34758	none	oss-paths-only	pending	pending	Merge pull request #34758 from nudgebee/fix/disable-autopilot-schedule-audit-noise	-
67	f8051040ed67f8765dba7f3acf7e5fa1a8916d0b	commit	2026-07-20T18:10:01+05:30	-	not-applicable	oss-paths-only	pending	pending	chore(ui): add /test-pr investigation skill	-
68	536bbb8aed7701d90c85074e23bda2ab97c51125	commit	2026-07-23T16:25:03+05:30	-	not-applicable	oss-paths-only	pending	pending	fix(ui): clear account filter on Cost Analyser reset	-
69	8ddba7795a221b01de617335d6c53a7a1077df8b	merge	2026-07-23T16:26:40+05:30	34508	none	touches-ee-path	pending	pending	Merge pull request #34508 from nudgebee/chore/test-pr-skill	-
70	67d3342bdb029b78e7cc49372e84183418d2d0d6	commit	2026-07-23T16:28:23+05:30	-	not-applicable	oss-paths-only	pending	pending	fix(auto-pilot): purge AUTOPILOT_UPDATE audit backlog on main (V806)	-
71	b375955b5fe2f783d89e9f38b97098b316b1502c	merge	2026-07-23T16:41:54+05:30	34766	none	oss-paths-only	pending	pending	Merge pull request #34766 from nudgebee/fix/purge-autopilot-audit-backlog	-
72	b2c8b1b5917c699b8eb1b47d6593bbdc1153a20b	merge	2026-07-23T16:44:01+05:30	34765	none	oss-paths-only	pending	pending	Merge pull request #34765 from nudgebee/fix/34607-llm-analyser-reset-account-filter	-
73	9d5aa6fe1cd1b2209e14daa00178aff7b5609396	commit	2026-07-23T16:53:21+05:30	-	not-applicable	oss-paths-only	pending	pending	feat(llm): event analysis reads the incident assembly via get_incident_assembly tool	-
74	cffbe90695b0ce45216eea06152ce9f7c47ea76e	commit	2026-07-23T12:42:24+05:30	-	not-applicable	oss-paths-only	pending	pending	feat(llm): logs latency — auto-bundle in fetch_logs, standard_diagnostic_grep, resource_search parser + fallback fixes	-
75	1a37e9e46b42c32f0b0883a2999451d8f5406869	merge	2026-07-23T18:19:11+05:30	34714	none	touches-ee-path	pending	pending	Merge pull request #34714 from nudgebee/feat/logs-events-agent-latency	-
76	825c4c9973a781765cdb19b6d703cf5fb197af62	commit	2026-07-23T18:32:38+05:30	34770	not-applicable	oss-paths-only	pending	pending	feat(ui): validate GCP billing credentials from Edit Billing Config (#34770)	-
77	dcf37b32db0bb386342a091b071384743f307a19	commit	2026-07-23T20:31:37+05:30	34776	not-applicable	oss-paths-only	pending	pending	priority update popver on hover (#34776)	-
78	dff4042d0e6fc3bc6077aa0991ae5422f6279a48	commit	2026-07-23T21:04:39+05:30	34326	not-applicable	oss-paths-only	pending	pending	webhook subject mapping (#34326)	-
79	3d0724a5e815e96a604a8ae5aeb6939e70df939a	commit	2026-07-23T21:50:54+05:30	-	not-applicable	oss-paths-only	pending	pending	feat(app): add name search to Triage Rules tab	-
80	7ba223410b467c7a0ccb19135ea419f2936ebf98	commit	2026-07-24T00:06:02+05:30	-	not-applicable	oss-paths-only	pending	pending	fix(eventrule): clamp prom range query window end to now	-
81	aeb0413c08f4ac6d2b1231857d61339d3fda0124	commit	2026-07-23T14:02:37+05:30	-	not-applicable	oss-paths-only	pending	pending	feat(notifications): add channel watch registry for Nubi channel awareness	-
82	1894ba4b9b1a316f415de23033e3c79abde9faad	merge	2026-07-24T10:27:14+05:30	34782	none	oss-paths-only	pending	pending	Merge pull request #34782 from nudgebee/fix/noisy-neighbours-future-window	-
83	d86cb20fc0f65bcbab0279bc0e903dd2bea12af6	merge	2026-07-24T10:28:37+05:30	34778	none	oss-paths-only	pending	pending	Merge pull request #34778 from nudgebee/auto/issue-34771	-
84	42ed70fb0bb80da36f5a6c6e6c71eb4ee3394d3f	merge	2026-07-24T10:38:52+05:30	34750	none	oss-paths-only	pending	pending	Merge pull request #34750 from nudgebee/feature/nubi-channel-watch-registry	-
